City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,hammerfest,70.6634,23.6821,20.48,82,3,10.98,NO,1713816234
366,oriximina,-1.7656,-55.8661,84.65,75,85,4.38,BR,1713816234
367,coxim,-18.5067,-54.76,87.03,58,34,5.5,BR,1713816234
368,jonesboro,35.8423,-90.7043,64.36,36,0,9.89,US,1713816234
369,petrovskaya,45.4314,37.955,52.02,69,0,6.64,RU,1713816234
370,imbituba,-28.24,-48.6703,69.91,80,100,4.09,BR,1713816235
371,kapuskasing,49.4169,-82.4331,52.54,49,94,5.3,CA,1713816235
372,parral,26.9333,-105.6667,76.64,29,0,9.86,MX,1713816235
373,makamba,-4.1348,29.804,64.26,93,69,2.19,BI,1713816235
374,vinogradovo,56.9333,37.55,46.44,72,100,14.07,RU,1713816235
375,happy valley-goose bay,53.3168,-60.3315,41.72,68,100,11.18,CA,1713816236
376,kruisfontein,-34.0033,24.7314,58.64,86,6,4.09,ZA,1713816236
377,ulladulla,-35.35,150.4667,56.68,70,0,6.17,AU,1713816236
378,puerto colombia,10.9878,-74.9547,83.52,75,56,14.5,CO,1713816236
379,arteche,12.2645,125.4048,79.25,88,100,6.69,PH,1713816236
380,san sebastian de la gomera,28.0916,-17.1133,68.83,73,17,11.14,ES,1713816237
381,bengkulu,-3.8004,102.2655,76.28,94,100,5.5,ID,1713816237
382,vadso,70.0744,29.7487,25.74,83,100,13.44,NO,1713816237
383,wake forest,35.9799,-78.5097,59.95,29,6,9.37,US,1713816237
384,remire-montjoly,4.9167,-52.2667,78.17,93,100,10.09,GF,1713816237
385,guapore,-28.8456,-51.8903,64.58,85,100,1.57,BR,1713816237
386,bodden town,19.2833,-81.25,80.89,74,22,7.45,KY,1713816238
387,eldorado,-23.7869,-54.2836,89.24,41,28,7.65,BR,1713816238
388,nema,57.5067,50.5011,55.9,79,100,10.09,RU,1713816238
389,fang,19.9169,99.2145,77.36,40,7,2.37,TH,1713816238
390,bratsk,56.1325,101.6142,29.43,87,100,13.11,RU,1713816238
391,baymak,52.5933,58.3225,61.34,52,0,2.68,RU,1713816239
392,davis,41.0005,-112.0013,58.75,46,18,4.03,US,1713816100
393,scottburgh,-30.2867,30.7532,72.81,86,82,6.02,ZA,1713816239
394,vorgashor,67.5833,63.95,-1.79,98,29,7.47,RU,1713816239
395,krasnaya gora,52.9995,31.6023,41.63,83,100,5.97,RU,1713816239
396,inari,68.906,27.0288,14.58,98,89,2.24,FI,1713816239
397,chirgaon,25.5833,78.8167,85.51,33,3,8.48,IN,1713816240
398,kabansk,52.0486,106.6528,26.15,95,99,4.36,RU,1713816240
399,fort st. john,56.2499,-120.8529,52.99,37,75,8.32,CA,1713816019
400,kerikeri,-35.2268,173.9474,53.96,83,2,4.99,NZ,1713816240
401,san julian,21.0167,-102.1667,86.11,13,19,12.03,MX,1713816240
402,pariaman,-0.619,100.12,78.96,90,100,3.36,ID,1713816241
403,khuzdar,27.7384,66.6434,69.76,22,11,3.58,PK,1713816241
404,pemangkat,1.1667,108.9667,80.85,85,99,0.09,ID,1713816241
405,susuman,62.7833,148.1667,17.11,100,97,1.14,RU,1713816241
406,mafeteng,-29.823,27.2374,59.4,56,97,1.48,LS,1713816235
407,quellon,-43.1167,-73.6167,50.97,73,100,2.24,CL,1713816241
408,jagodina,43.9814,21.2622,47.08,69,100,0.89,RS,1713816242
409,virginia,37.5481,-77.4467,61.48,26,5,6.2,US,1713816046
410,fort bragg,35.139,-79.006,61.7,30,68,11.65,US,1713816242
411,mirny,62.5353,113.9611,30.04,99,100,2.24,RU,1713816242
412,hasaki,35.7333,140.8333,60.89,72,99,16.31,JP,1713816243
413,rakops,-21.0167,24.3333,75.4,25,0,5.3,BW,1713816243
414,candelaria,13.9311,121.4233,76.39,96,6,2.57,PH,1713816243
415,haiku-pauwela,20.9219,-156.3051,73.02,68,9,12.17,US,1713816243
416,estacion coahuila,32.1939,-115.0017,94.21,14,5,15.84,MX,1713816243
417,san patricio,28.017,-97.5169,71.51,57,100,10.27,US,1713816244
418,sioux center,43.0797,-96.1756,65.41,47,100,14.14,US,1713816244
419,santo antonio,-6.3106,-35.4789,80.64,81,100,9.44,BR,1713816244
420,puerto baquerizo moreno,-0.9,-89.6,76.69,85,49,10.69,EC,1713816244
421,masterton,-40.9597,175.6575,43.99,91,1,2.71,NZ,1713816244
422,brookings,44.3114,-96.7984,62.2,43,100,11.79,US,1713816064
423,lohja,60.2486,24.0653,31.93,90,100,10.58,FI,1713816245
424,kailua-kona,19.6406,-155.9956,78.51,58,1,2.13,US,1713816006
425,quiindy,-25.9667,-57.2667,86.04,63,52,5.3,PY,1713816245
426,keflavik,64.0049,-22.5624,43.29,69,21,1.68,IS,1713816245
427,labytnangi,66.6572,66.4183,5.5,87,82,6.78,RU,1713816245
428,lata,40.1629,-8.3327,55.35,58,6,6.11,PT,1713816245
429,viqueque,-8.8673,126.3658,73.69,88,96,2.8,TL,1713816246
430,cidade velha,14.9167,-23.6167,73.8,69,100,5.97,CV,1713816246
431,necochea,-38.5473,-58.7368,59.16,61,100,17.49,AR,1713816246
432,touros,-5.1989,-35.4608,82.71,78,80,10.63,BR,1713816246
433,marshall,34.3834,-86.3333,64.09,34,0,4.88,US,1713816247
434,wabag,-5.4781,143.7021,53.22,98,73,2.8,PG,1713816247
435,patterson,37.4716,-121.1297,81.36,42,4,4.76,US,1713816247
436,jiujiang,29.7333,115.9833,64.6,93,100,6.85,CN,1713816020
437,betio village,1.358,172.9211,83.91,78,27,12.88,KI,1713816247
438,bubaque,11.2833,-15.8333,76.91,73,29,17.9,GW,1713816247
439,jangaon,17.7167,79.1833,86.76,37,3,6.42,IN,1713816248
440,kodinsk,58.6881,99.1844,29.82,99,100,3.0,RU,1713816248
441,ixtapa,20.7,-105.2,92.82,25,0,9.1,MX,1713816248
442,abashiri,44.0213,144.2697,35.47,98,100,4.76,JP,1713816248
443,vetapalem,15.7833,80.3167,83.3,81,14,11.45,IN,1713816248
444,richards bay,-28.783,32.0377,72.61,94,100,7.45,ZA,1713816249
445,acajutla,13.5928,-89.8275,86.34,69,13,11.97,SV,1713816249
446,kourou,5.1552,-52.6478,76.24,97,100,5.01,GF,1713816249
447,kardla,58.9978,22.7492,34.65,96,100,16.55,EE,1713816249
448,polokwane,-23.9045,29.4688,66.87,40,5,2.3,ZA,1713816250
449,nar'yan-mar,67.6713,53.087,-0.15,100,65,5.97,RU,1713816250
450,guiuan,11.0333,125.7247,83.48,78,100,14.5,PH,1713816250
451,flying fish cove,-10.4217,105.6791,81.14,84,100,19.93,CX,1713816250
452,nuku'alofa,-21.1333,-175.2,79.16,76,100,13.82,TO,1713816250
453,moyynkum,44.2914,72.9469,63.01,35,100,9.86,KZ,1713816251
454,leh,34.1667,77.5833,17.53,70,36,3.29,IN,1713816251
455,juybar,36.6412,52.9124,62.15,81,100,7.43,IR,1713816251
456,revda,56.801,59.9303,47.37,72,41,11.12,RU,1713816251
457,sechura,-5.5569,-80.8222,82.62,59,33,13.56,PE,1713816251
458,puerto penasco,31.3167,-113.5333,75.49,54,2,10.09,MX,1713816252
459,peace river,56.2501,-117.286,61.54,26,54,9.24,CA,1713816252
460,berezovyy,51.6667,135.7,32.02,84,80,1.57,RU,1713816252
461,golyshmanovo,56.3979,68.3728,35.24,67,55,12.53,RU,1713816252
462,luganville,-15.5333,167.1667,80.1,88,15,1.52,VU,1713816252
463,bathsheba,13.2167,-59.5167,84.33,65,10,13.94,BB,1713816253
464,wacheng,33.7833,114.5167,61.5,78,100,7.92,CN,1713816253
465,nueve de julio,-35.4444,-60.8831,60.06,94,100,9.69,AR,1713816253
466,alaghsas,17.0187,8.0168,91.92,12,2,6.98,NE,1713816253
467,sungai penuh,-2.0833,101.3833,67.77,97,100,2.46,ID,1713816253
468,kingston,17.997,-76.7936,86.72,57,7,7.25,JM,1713816046
469,port macquarie,-31.4333,152.9167,62.31,77,71,5.08,AU,1713816254
470,igarka,67.4667,86.5833,-1.44,96,42,9.53,RU,1713816254
471,itajuba,-22.4256,-45.4528,69.17,68,0,1.59,BR,1713816254
472,la tuque,47.4334,-72.7824,41.16,24,100,11.39,CA,1713816254
473,kerman,30.2832,57.0788,55.36,74,100,14.76,IR,1713816255
474,islamkot,24.6997,70.177,79.95,57,0,16.2,PK,1713816255
475,new mirpur,33.1418,73.7674,70.81,44,0,4.68,PK,1713816255
476,nampula,-15.1165,39.2666,66.24,94,1,2.82,MZ,1713816255
477,bunia,1.5667,30.25,67.28,85,72,3.42,CD,1713816021
478,mount darwin,-16.7725,31.5838,61.54,51,0,2.53,ZW,1713816256
479,upington,-28.4478,21.2561,73.98,28,11,7.45,ZA,1713816256
480,diebougou,10.9667,-3.25,88.0,47,49,7.49,BF,1713816256
481,kiunga,-6.1219,141.2906,73.92,99,80,1.36,PG,1713816256
482,houghton,47.1219,-88.569,59.61,35,100,13.91,US,1713816256
483,mora,11.0461,14.1401,94.84,29,98,5.95,CM,1713816257
484,nizhnesortymskiy,62.4397,71.7603,12.15,91,96,16.58,RU,1713816257
485,hegang,47.4,130.3667,47.21,80,96,2.93,CN,1713816033
486,emerald,-23.5333,148.1667,62.4,80,5,14.63,AU,1713816224
487,qandala,11.472,49.8728,86.34,64,67,3.49,SO,1713816257
488,holualoa,19.6228,-155.9522,75.15,58,7,2.71,US,1713816257
489,balykshi,47.0667,51.8667,75.07,21,100,4.83,KZ,1713816258
490,coari,-4.085,-63.1414,83.64,77,92,1.81,BR,1713816258
491,at taj,24.2049,23.2857,83.25,13,99,12.86,LY,1713816258
492,kattivakkam,13.2167,80.3167,81.91,81,30,9.13,IN,1713816258
493,markovo,57.3206,107.0881,34.2,100,100,1.45,RU,1713816258
494,jaraiz de la vera,40.0601,-5.7543,49.78,43,0,7.2,ES,1713816259
495,ulubey,40.8721,37.7588,49.62,77,100,4.05,TR,1713816259
496,puri,19.8,85.85,82.62,67,93,7.85,IN,1713816259
497,jerez de la frontera,36.6865,-6.1361,61.45,86,27,5.14,ES,1713816259
498,buala,-8.145,159.5921,81.23,82,66,1.74,SB,1713816259
499,carloforte,39.145,8.3058,53.22,59,5,21.34,IT,1713816260
500,puerto yuca,2.9383,-73.2083,73.24,99,100,3.29,CO,1713816260
501,alice springs,-23.7,133.8833,59.88,63,0,3.38,AU,1713816260
502,burhaniye,39.5004,26.9727,63.82,66,100,5.84,TR,1713816260
503,acapulco de juarez,16.8634,-99.8901,82.06,50,0,10.89,MX,1713816260
504,chardara,41.2547,67.9692,70.97,53,10,8.1,KZ,1713816261
505,nadi,-17.8,177.4167,81.45,84,100,4.7,FJ,1713816261
506,nabire,-3.3667,135.4833,76.78,91,95,2.15,ID,1713816261
507,tazacorte,28.629,-17.9293,68.76,69,46,3.91,ES,1713816261
508,kunduz,36.75,68.75,68.54,52,49,3.31,AF,1713816262
509,elko,41.0002,-115.5012,66.16,28,99,7.81,US,1713816050
510,opuwo,-18.0607,13.84,72.73,27,1,6.17,NA,1713816262
511,phimai,15.2232,102.4947,86.92,52,70,11.88,TH,1713816262
512,eket,4.6412,7.9209,78.98,90,100,14.09,NG,1713816262
513,manicore,-5.8092,-61.3003,89.58,60,89,2.06,BR,1713816263
514,kolonia town,6.964,158.206,83.32,80,64,18.99,FM,1713816263
515,as sulayyil,20.4607,45.5779,87.28,12,0,8.93,SA,1713816263
516,pathein,16.7833,94.7333,81.37,84,39,12.57,MM,1713816264
517,celaliye,41.0519,28.4187,57.02,72,100,10.76,TR,1713816264
518,guerrero negro,27.9769,-114.0611,68.65,60,3,13.27,MX,1713816264
519,miches,18.9836,-69.0476,81.46,76,74,11.59,DO,1713816264
520,amal,59.051,12.7049,34.61,65,0,8.08,SE,1713816264
521,coahuayana de hidalgo,18.7,-103.6583,88.43,49,1,8.12,MX,1713816264
522,khilok,51.3674,110.4676,30.07,69,100,4.21,RU,1713816265
523,kindu,-2.95,25.95,76.6,78,93,2.86,CD,1713816265
524,yershov,51.3513,48.2766,63.37,71,100,5.35,RU,1713816265
525,sint michiel liber,12.15,-68.9833,80.8,83,27,17.83,CW,1713816063
526,coruripe,-10.1256,-36.1756,81.59,76,53,7.02,BR,1713816265
527,honiara,-9.4333,159.95,79.38,87,100,4.09,SB,1713816265
528,tabou,4.423,-7.3528,83.1,79,100,8.97,CI,1713816266
529,qamdo,31.1667,97.2333,34.99,61,5,1.5,CN,1713816266
530,bulawayo,-20.15,28.5833,64.72,28,0,7.07,ZW,1713816024
531,richmond,37.5538,-77.4603,61.52,26,6,6.31,US,1713816017
532,tommot,58.9564,126.2925,33.53,99,100,1.59,RU,1713816267
533,benguela,-12.5763,13.4055,80.22,84,96,3.44,AO,1713816033
534,flin flon,54.7682,-101.865,41.32,86,100,11.88,CA,1713816267
535,kovernino,57.1253,43.8142,53.47,84,100,6.42,RU,1713816267
536,san antonio de pale,-1.4014,5.6325,83.32,79,100,10.2,GQ,1713816267
537,fort-shevchenko,44.5086,50.263,60.48,77,44,16.8,KZ,1713816267
538,ca mau,9.1769,105.15,79.48,77,100,2.28,VN,1713816268
539,santiago de cao,-7.9589,-79.2392,71.96,80,98,12.06,PE,1713816268
540,longyearbyen,78.2186,15.6401,24.57,88,19,7.96,SJ,1713815983
541,bhadrachalam,17.6667,80.8833,86.97,47,0,4.94,IN,1713816268
542,lamar,33.6668,-95.5836,66.09,43,0,9.64,US,1713816268
543,zorgo,12.2489,-0.6158,98.92,24,7,6.4,BF,1713816268
544,gobabis,-22.45,18.9667,72.45,27,0,8.66,NA,1713816269
545,skeldon,5.8833,-57.1333,85.89,62,43,9.24,GY,1713816269
546,siwa oasis,29.2041,25.5195,85.19,10,100,12.24,EG,1713816269
547,al qadarif,14.0349,35.3834,91.58,12,10,13.09,SD,1713816269
548,al bayda',32.7627,21.7551,80.26,16,100,29.73,LY,1713816269
549,newman,37.3138,-121.0208,83.55,36,1,1.66,US,1713816270
550,wodonga,-36.1167,146.8833,47.61,61,0,4.07,AU,1713816270
551,at-bashi,41.1702,75.8106,49.86,80,100,2.91,KG,1713816270
552,attapeu,14.8,106.8333,78.94,60,13,2.21,LA,1713816270
553,agapovka,53.2973,59.1348,64.74,71,97,8.97,RU,1713816270
554,n'zeto,-7.2312,12.8666,78.53,93,100,7.61,AO,1713816271
555,adam,22.3756,57.5233,81.25,65,0,10.33,OM,1713816271
556,essaouira,31.5125,-9.77,65.43,77,100,20.85,MA,1713816167
557,stuarts draft,38.0301,-79.0336,55.51,41,7,4.83,US,1713816271
558,sisimiut,66.9395,-53.6735,33.76,90,97,0.87,GL,1713816271
559,rongelap,11.1635,166.8941,81.75,80,100,17.38,MH,1713816272
560,cuamba,-14.8031,36.5372,68.47,82,5,2.59,MZ,1713816272
561,airuk,7.2772,168.8203,81.82,84,45,18.92,MH,1713816272
562,east ballina,-28.8667,153.5833,69.04,77,36,10.92,AU,1713816272
563,belmar,40.1785,-74.0218,54.91,35,0,4.92,US,1713816272
564,selma,36.5708,-119.6121,83.93,39,0,3.27,US,1713816272
565,winnemucca,40.973,-117.7357,62.73,26,83,3.83,US,1713816273
566,san jose del guaviare,2.5729,-72.6459,74.25,98,100,3.85,CO,1713816273
567,chkalovsk,56.7647,43.2433,47.57,87,90,10.54,RU,1713816273
568,zahedan,29.4963,60.8629,70.74,33,93,8.16,IR,1713816273
569,prince rupert,54.3161,-130.3201,47.79,65,97,3.24,CA,1713816273
570,nyandoma,61.669,40.1991,45.23,79,100,13.11,RU,1713816274
571,vetluga,57.8557,45.781,55.0,98,100,4.27,RU,1713816274
572,sisli,41.0605,28.9872,58.64,63,100,6.35,TR,1713816274
573,naze,28.3667,129.4833,69.08,94,100,4.92,JP,1713816274
574,san luis de la loma,17.2706,-100.8939,86.85,45,0,8.55,MX,1713816274
575,bereeda,11.8704,51.0579,82.24,74,29,9.69,SO,1713816275
576,juegang,32.3174,121.1855,53.4,96,98,4.16,CN,1713816275
577,ketchikan,55.3422,-131.6461,47.01,68,100,6.51,US,1713816081
578,tateyama,34.9833,139.8667,59.59,81,69,12.44,JP,1713816275
579,grootfontein,-19.5667,18.1167,67.06,24,1,5.86,NA,1713816275
580,ar raqqah,35.95,39.0167,68.25,46,0,13.38,SY,1713816275
